ESM,HSPC,CHOL,PEG,TFR,FRR,AQUEOUS,SIZE,PDI
15.08360514089754,0.0,4.988039191275079,0.02129745089655069,0.25305681840404226,2.9533220254705985,MQ,178.57873585729214,0.13243256974758527
0.0,9.576476862075767,3.166124200161089,3.185120240210624,2.163027162297107,1.4937884325327042,MQ,102.27699975746044,0.15098853240618484
0.0,10.161960041917544,3.369339366037198,3.3430932720891238,0.24731624883440792,7.072116651715555,MQ,130.22985262055226,0.3169889801013447
0.0,9.516533322558976,3.2121836636357814,3.237721157857155,1.3712199741214388,0.9002953147551004,MQ,155.655070517051,0.4124938014063551
0.0,11.354265299160067,0.006778466430735375,3.872084706969054,1.0121494850831032,50.069300825459095,MQ,144.55467891385362,0.5944584618417711
2.4265684632233944,0.0,0.9889706430377866,1.9475491906922433,2.5066265956460367,2.4280596896932334,PBS,131.3631397855029,0.18648902239327864
0.0,10.05439404918819,3.3667568555635783,3.354827143963109,1.37157375904182,6.971912194681295,MQ,83.5919736912857,0.3282413738830562
0.0,9.611243107056607,3.1850380343586506,3.2060591045929865,1.3871772213324527,3.068467432090527,MQ,89.48611846131737,0.21276556321440723
24.64999049433507,0.0,10.100081698077917,-0.05362501072669316,1.381130643025719,3.0635435453675575,MQ,165.2288326285648,0.08464749508907399
0.0,10.947904277964724,1.5545110810776988,5.650541498983677,0.9991292292976767,2.478499346771775,PBS,123.86736009689217,0.2358733947988275
3.5610995464209987,0.0,0.6116678294835461,0.9560530129146607,1.0085365813899054,2.5718415100769776,PBS,221.07593203005783,0.29971184576105564
0.0,11.529747176971018,1.321696682598036,3.8881386173670984,0.7019660902975442,1.98476195140664,MQ,77.19238052148339,0.32815727457239485
0.0,14.043785387816476,8.598501702762533,12.804993142998354,2.4835845917445347,3.8319507445137866,PBS,96.76278955546836,0.2599891611774542
17.946689025923106,0.0,1.9736159916425744,-0.08583608173850504,2.0515487555694722,4.3375174311552875,MQ,158.875548261089,0.14985208913484638
0.0,10.04388032422614,3.382353743753259,3.3834910054636693,1.375480980871532,7.037737468610291,MQ,89.89732010411703,0.2940248375509448
0.0,13.982746526825993,8.566089692428754,12.802957485331715,2.5067342419763814,7.947357412964123,PBS,74.99801675773202,0.23568272032061266
0.0,8.623707106664398,5.36001097062249,2.8100939792396624,0.7143678448450151,2.124293474987448,MQ,105.19223565141631,0.1658213312527875
12.109862962137962,0.0,7.982282789058908,0.0038032776704426748,0.7111688608578428,4.2133568832218815,MQ,94.88892655611387,0.056267111627896924
24.71867032887789,0.0,10.12956754023465,0.016952134254041948,2.1700000280573457,4.444482835127977,MQ,120.55253807819207,0.027995238228373263
24.88375601661298,0.0,10.046934306877052,-0.021947401689345815,1.3820693822597676,2.869532512349313,MQ,149.38852289696354,0.0609130080907382
17.92529673059719,0.0,1.993561853722456,0.03684981348502767,2.0422514680873913,1.7645874543605509,MQ,4952.540420002642,1.0011602174729461
24.805766601698185,0.0,10.152851259381437,0.048348467108390684,0.5800350030254751,1.7111929435629474,MQ,181.79406717877993,0.19552203151436087
24.896222163341236,0.0,10.104414698066586,-0.0642562299336961,2.169030095724748,4.4747513683924405,MQ,105.17233952324665,0.04482587534555267
16.426737956732346,0.0,6.870658943653114,12.722182315529524,2.508311003069217,6.138070089400806,PBS,78.34121660049311,0.275626998441335
0.0,8.539143768183898,5.371288524906272,2.8231353620956914,2.4963654028037725,3.2706975854764706,MQ,66.25651601758177,0.22295268975451507
24.722764347243494,0.0,10.077997568440358,0.08337820486958675,2.171086538395591,1.4153246789231735,MQ,309.51532337473884,0.274384455692291
0.0,9.508004587579803,3.1933242631539054,3.149633944390433,2.179546992914625,1.6608599031682012,MQ,118.17381761095477,0.19792989871379238
20.12415390202704,0.0,19.977276893456082,0.005055440884706709,0.2567863186599917,49.85336256024904,PBS,119.30220439953806,0.2374408649187841
0.0,9.729516941341716,3.1820108520868637,3.1887997489518276,0.24708323862799997,2.9375520037781575,MQ,134.17225822423066,0.35897991316243383
0.0,9.995155362689998,3.3916083136920103,3.3413964331678794,1.3700364176760822,1.063852889708313,MQ,140.81169276674052,0.38507159682562414
0.0,10.082249683865514,3.380603026293771,3.3322387707596346,1.3675772300887683,6.890822185281598,MQ,65.13573276639896,0.28622493326167503
24.82833414413147,0.0,10.06394728314935,-0.04353457951788169,0.5699676294032344,4.498145173614375,MQ,148.63935781610843,0.06849508562945851
14.996098852578871,0.0,4.934603185558496,-0.036168460644080844,2.514739421999815,3.0190266326858297,MQ,141.04747263497285,0.040163058146782636
0.0,13.99869260888536,8.651201837368445,12.810118383196885,2.5082258735131067,8.02689102293283,PBS,104.22547310796176,0.25196938907847094
